1,视频,276
2,疫情,253
3,美国,204
4,医疗队,184
5,医疗,177
6,肺炎,153
7,微博,151
8,20,148
9,新冠,142
10,中国,141
11,队员,136
12,医院,119
13,首批,119
14,意大利,115
15,确诊,113
16,英雄,112
17,湖北,110
18,援鄂,106
19,市民,105
20,回家,104
21,隔离,92
22,病例,91
23,捷克,90
24,今天,90
25,19,88
26,妻子,87
27,武汉,86
28,我们,84
29,名字,84
30,目前,83
31,返程,83
32,医护,83
33,护士,82
34,全球,81
35,物资,81
36,抗疫,80
37,患者,70
38,支援,70
39,人民,70
40,礼遇,70
41,某某,70
42,我市,68
43,央视,67
44,最高,67
45,他们,66
46,国家,65
47,表示,64
48,机场,63
49,玻璃,62
50,领证,62
51,陈颖,62
52,一手,62
53,记者,61
54,乘坐,60
55,援助,60
56,邢台,60
57,广州,58
58,火车站,58
59,工作,56
60,一个,54
61,广东,54
62,地标,54
63,137,54
64,辽宁,54
65,孩子,54
66,军事,54
67,出口,54
68,死亡,53
69,水门,53
70,鄂州,51
71,开始,51
72,海关,50
73,河南,50
74,下车,50
75,负压,49
76,去世,49
77,亲吻,49
78,男友,49
79,时间,48
80,实现,48
81,沈阳,48
82,自己,47
83,白宫,47
84,18,46
85,感染,45
86,疑似病例,45
87,因为,44
88,本土,44
89,一名,43
90,消杀,43
91,检测,42
92,可能,42
93,应对,42
94,网友,42
95,25,41
96,一位,41
97,信息,41
98,口罩,40
99,还有,40
100,没有,40
101,车厢,40
102,这个,39
103,人民日报,39
104,采取,39
105,北京,38
106,核酸,38
107,总统,38
108,提供,38
109,接到,38
110,通知,38
111,专家,38
112,报告,38
113,感谢,37
114,紧急,37
115,成员,37
116,致敬,37
117,作用,37
118,发言人,37
119,新闻,36
120,特雷斯,36
121,泽曼,36
122,因此,36
123,523,36
124,谢谢你们,36
125,拼过,36
126,方式,36
127,新华,36
128,视点,36
129,贵州,36
130,欢迎,36
131,小时,36
132,路旁,36
133,赶来,36
134,近日,36
135,解读,36
136,彭银华,36
137,英国,35
138,病房,35
139,专员,35
140,感动,35
141,迎接,35
142,仪式,35
143,如果,35
144,急救,34
145,热线,34
146,病逝,34
147,逝前,34
148,安抚,34
149,433,34
150,踏上,34
151,归途,34
152,下跪,34
153,送行,34
154,每种,34
155,来自,34
156,16,33
157,一线,33
158,抗击,33
159,防控,33
160,卫健委,33
161,人员,32
162,疾控中心,32
163,进行,32
164,作为,32
165,老人,32
166,各地,32
167,蓝天,32
168,城市,31
169,女护士,31
170,一吻,31
171,结婚,31
172,黄千瑞,31
173,终于,31
174,Video,31
175,video,31
176,新增,30
177,危机,30
178,14,30
179,结束,30
180,德国,30
181,3M,30
182,措施,30
183,病毒,30
184,许昌,30
185,汉口,30
186,全面,30
187,救援队,30
188,健康,29
189,17,29
190,当地,29
191,The,29
192,White,29
193,House,29
194,航空,28
195,座位号,28
196,阳性,28
197,抵达,28
198,列车,28
199,可以,28
200,日晚,28
201,海外,28
202,全国,28
203,10389,28
204,出现,27
205,总台,27
206,23,27
207,只有,26
208,设备,26
209,这座,26
210,不留,26
211,这是,25
212,开展,25
213,上午,24
214,观察,24
215,航班,24
216,经济衰退,24
217,破纪录,24
218,联合国,24
219,这些,24
220,收到,24
221,告诉,24
222,爸爸,24
223,集团,24
224,货物,24
225,检查,24
226,发布,24
227,35,24
228,纽约,23
229,一种,23
230,26,23
231,到达,22
232,入境,22
233,病人,22
234,不断,22
235,简报,22
236,其他,22
237,特朗普,22
238,我国,22
239,首次,22
240,省份,22
241,旅客,21
242,还是,21
243,可爱,21
244,驱逐,21
245,美方,21
246,迅速,21
247,传播,21
248,海南,20
249,才能,20
250,参加,20
251,撤离,20
252,反而,20
253,防护,20
254,无症状,20
255,感染者,20
256,途中,20
257,收治,20
258,福田,20
259,G71,20
260,次列车,20
261,目的地,20
262,东站,20
263,南方,20
264,任务,19
265,特别,19
266,人类,19
267,此前,19
268,专门,19
269,News,19
270,发挥,19
271,打算,19
272,耿爽,19
273,中方,19
274,就要,19
275,行动,19
276,仍然,19
277,体温,18
278,救护车,18
279,结果,18
280,获取,18
281,晚上,18
282,发表,18
283,电视讲话,18
284,最大,18
285,困难,18
286,短缺,18
287,我要,18
288,中华人民共和国,18
289,唯一,18
290,病毒检测,18
291,试剂,18
292,形势严峻,18
